Target_ID,Task_ID,Task_Type,Radar_Type,Priority,Request_Time,Deadline,Duration,Init_Power,Max_Power,Max_Delay,Stage_Count
39,20,Search,Radar1,1,1.833138597304619,40.45254143417787,2.1730804986876358,17.40540013181814,31.594045766719262,5.170737155834569,1
32,21,Detection,Radar2,2,1.567452032352687,30.971514874452158,5.817879805330046,46.38957116480694,96.76918016537402,6.4248760014285216,1
16,22,Search,Radar3,1,0.5074591392463459,26.319691017857114,2.892944976538541,20.8623533353165,32.29858457851149,5.833562473402096,1
0,23,Search,Radar1,1,1.3201581229425785,28.343038844406273,2.1625796865278835,23.695042794700832,35.62193893787025,4.356846926471753,1
45,24,Search,Radar1,1,0.5281355587329066,39.39564319123463,3.805194089268384,20.929720695006743,44.07151395574669,11.063293256672443,1
31,25,Search,Radar1,1,0.7700007564986877,24.492150914645677,3.7230126351657526,22.379816627743793,35.591472575780934,13.41142424879338,1
27,26,Detection,Radar3,2,4.922155261723129,27.498566486670178,5.037593127345751,46.24150368420592,96.77382935979014,6.380544927950106,2
26,27,Detection,Radar3,2,2.2345522512695917,29.424838373243,5.812801219747505,41.76510495924345,89.1627163075095,9.493156461916612,1
11,28,Search,Radar3,1,1.6964943689578056,22.083382690195556,2.30891453560677,21.143721808620477,41.54129768053211,6.701931896269619,1
23,29,Search,Radar1,1,1.5351702614455291,22.550511969534597,2.4585786089816577,19.137216390472087,30.53779133140097,7.694139396077872,1
37,30,Search,Radar1,1,0.8966835972118314,31.726737861954874,2.3608110744477973,20.716349798875246,33.359001617567856,8.766699340840425,1
8,31,Search,Radar3,1,1.886894061586725,39.104123602144966,2.9276433035502345,16.320325575297698,29.627349991394784,8.20773757448403,1
10,32,Search,Radar3,1,1.894714001587261,40.346066757397864,2.4423246324368653,19.83397115912612,36.187748255433874,7.8736404348411915,1
44,33,Detection,Radar1,2,4.024815817944038,31.438041763394374,4.971532974525189,44.15019131220579,77.45956242262253,8.091465385634715,2
12,34,Search,Radar1,1,1.0680750122519966,22.508841369388705,3.858935195879045,16.729431639065606,29.042724167451677,14.905592366756517,1
36,35,Detection,Radar1,2,2.6082913697533545,18.43439504347259,5.723931232188146,45.76079156616147,73.38024585623862,8.11613601830901,1
35,36,Search,Radar1,1,1.727275919662875,40.56588672472112,3.308366658790148,23.190165191381045,57.802719882649654,10.86394883916117,1
41,37,Search,Radar1,1,0.8828973085379929,39.92431343210888,3.5149447811695316,23.26351811685889,41.224664222903634,11.112917126582788,1
38,38,Search,Radar1,1,1.632811139561654,32.95412794496045,3.6278025834840415,17.479383809927803,26.368630721384648,10.17493668211795,1
10,39,Detection,Radar1,2,3.2200417840051445,23.59690571096974,3.9156502319677378,42.95269805557751,70.01982547413945,4.457327094502044,1
45,40,Detection,Radar2,2,2.1341071559846867,38.064234226389615,5.633029711243227,36.299296895550356,79.25965307810243,9.549635582545765,1
26,41,Detection,Radar2,2,2.8477742832845907,21.094518700120414,6.251062210239342,42.919581419619746,70.44890373133035,10.868298636871906,2
13,42,Search,Radar3,1,1.265252835210977,36.401597141631115,2.2630537098274948,20.955420109317405,49.4071683554062,6.816423610247096,1
40,43,Detection,Radar3,2,3.5595834380836027,42.068840847202246,5.758644697666732,44.305025970087016,83.8853175326548,7.288021806547938,1
22,44,Detection,Radar3,2,1.7662605177053055,20.015884528197635,4.711708446401825,32.85630693338611,76.3899982852676,5.842678518909323,1
11,45,Detection,Radar1,2,2.517014305226115,36.85023953217001,5.282608003042486,40.54647401023202,70.65671247861489,6.9553561021463945,1
4,46,Detection,Radar1,2,3.0217822089884256,31.509306152947172,3.8369504296391335,45.952244648449664,103.2967949535161,4.442249554753284,2
43,47,Search,Radar3,1,1.9762695144255582,33.70912261047064,3.4616617978392,23.596885181538806,57.13993680467075,12.083127790583003,1
12,48,Detection,Radar3,2,1.6601129386678313,25.772449386406727,4.7335235393361685,35.86433053597553,55.775909250781,7.856180148261932,1
30,49,Detection,Radar3,2,3.6892267631433775,22.9637773273982,5.680970891349515,41.56886583832545,70.74495128625009,8.043282376921868,1
9,50,Detection,Radar3,2,3.0508667415646062,29.894959127285723,5.279847904565535,41.94867710818566,70.99005364796845,8.139799800711936,1
22,51,Detection,Radar1,2,2.3040798096565833,38.0242172502394,5.517438888339289,41.27846392812613,93.40746136602488,7.866953642253239,2
11,52,Detection,Radar3,2,3.7753405042441255,27.952482153649676,5.959780463899834,43.103700205152485,75.27550697096319,11.370080654867314,2
25,53,Search,Radar1,1,0.740523036059229,47.683962495303504,2.502002753598927,17.711541217207902,36.605605054758705,8.949427842375094,1
10,54,Detection,Radar2,2,4.222604835579468,42.288097811583434,4.8207362048805535,46.15940307900266,99.91229729657108,8.51250830360663,2
22,55,Detection,Radar2,2,2.831254129319644,33.941624361379745,6.237696661058472,35.44595501707013,72.6727572334416,11.249169087617792,3
9,56,Detection,Radar3,2,4.2314847145040995,37.63164139893581,5.1735580386793725,37.045175232914865,90.31744985166578,6.224283332227401,2
29,57,Search,Radar1,1,0.632348693801114,33.618473395119956,3.4962582140333316,20.70661088174457,49.19323009747236,13.870844931143738,1
30,58,Detection,Radar3,2,5.231994375640557,24.31279331833023,4.917194988552705,35.9880971891705,74.05205440623264,8.062520567550182,2
40,59,Detection,Radar3,2,4.177515920160555,30.346387311841635,5.622077988587199,41.20455039156411,85.04956923525995,11.10427171750677,2
35,60,Detection,Radar2,2,2.490200395144876,19.20099206275468,3.786426635946784,43.87311346739739,84.81510332899286,5.141511350004405,1
27,61,Detection,Radar2,2,6.452912941612011,23.363155686360358,5.009535747497942,34.23270840180461,60.53787336470543,5.761387590257324,3
48,62,Search,Radar3,1,0.5905910264355159,34.39065881807156,3.7718181971020255,16.320535468341056,31.590047794749946,10.967983423013113,1
9,63,Detection,Radar1,2,4.905484706263794,32.219008143107054,5.666679874965344,33.74981909156351,75.2942901661984,10.537029478941063,3
24,64,Detection,Radar1,2,2.3198322111429115,17.673727374317938,4.013479723006659,42.18284118471874,99.28844693606308,6.188689227076714,1
4,65,Detection,Radar3,2,3.9337345248494655,42.785689422481205,5.608130866210509,32.35651350674248,55.84456283070273,9.148870476205419,3
17,66,Search,Radar3,1,1.854453150697553,45.027359133315116,3.1054964976457193,23.454412314741585,42.86732149455797,8.893723798057826,1
24,67,Detection,Radar2,2,2.955327329417687,22.227390419484077,4.315090122613951,42.2564022584734,98.67009293631027,7.644033047062145,2
37,68,Detection,Radar3,2,2.0215754080178487,23.32150148208901,3.6122067718398148,33.89915473920267,55.86505432979403,3.8502652722174697,1
47,69,Search,Radar1,1,1.9887967554576456,50.67998425315018,2.5669792494512573,18.680910641520278,37.05289111488628,6.401441670787051,1
23,70,Detection,Radar1,2,2.7708017381294523,25.376611949908046,5.315038325598154,41.51991835260489,71.66170528273689,10.551929465596592,1
14,71,Search,Radar1,1,1.8987603091427618,33.56290683962289,3.577202382848622,22.247472718302596,52.26003630213897,9.092684944252587,1
42,72,Search,Radar3,1,0.5921916730897887,33.71078420463795,2.478185820104071,20.67742224657181,42.98269968825209,6.6282850472735575,1
39,73,Detection,Radar2,2,2.7018311213883806,22.317903206597933,4.602587419241981,42.337063970980346,102.35025417156962,5.012086393350731,1
2,74,Search,Radar1,1,1.4009831895955236,29.60403357838688,3.848062262503859,19.96664923918272,35.74504113972592,14.31536195549514,1
34,75,Detection,Radar3,2,3.625220860022578,19.121376307156723,6.2821868387874185,39.33511277170884,93.08403034153021,10.79423116212011,2
44,76,Detection,Radar2,2,5.155034802936775,42.19337825425962,4.644253218884286,39.29008388727765,96.08855056052882,7.492208218613647,3
18,77,Search,Radar3,1,1.584575543453832,50.175594019964144,2.640624662263554,19.78827967887623,31.347097389693054,10.269693271010038,1
32,78,Detection,Radar3,2,2.510221024548218,32.028573600444545,5.078146647939561,37.8510957186358,60.15708258563797,5.484343128258356,2
20,79,Search,Radar1,1,1.6439035788456566,37.24291004914678,2.6443399233186256,16.578062437224144,39.263115621715706,5.718441727281799,1
26,80,Detection,Radar2,2,4.391033084787157,29.14515254133975,5.19135417470226,40.8537960383997,70.0760602911965,5.427576692898255,3
39,81,Detection,Radar2,2,4.623019648493285,44.550926247660826,3.7419891560196006,39.11994028518548,75.76299953265368,7.221453431796826,2
32,82,Detection,Radar2,2,3.1381046926785734,28.06371777141114,5.160683691617546,34.76001949915063,84.74674849965527,5.446146484916724,3
15,83,Search,Radar3,1,1.127045803008976,37.09696805160522,3.8172894490967297,17.431724706014343,40.04684463584251,7.9032422557467825,1
32,84,Detection,Radar2,2,4.134869630443811,27.047198665574996,4.029647291873607,41.99450780701484,102.2080935615329,6.805810477475613,4
35,85,Detection,Radar3,2,3.385859513710657,38.91972253941664,5.283941250943596,33.754638755545045,75.40101485683873,10.491168201829623,2
17,86,Detection,Radar1,2,3.0164124975980693,31.444622187137437,4.558226892626258,33.516165489394176,77.71713934811949,4.9632520025995275,1
46,87,Search,Radar3,1,1.6261277178664404,51.49457291238521,2.8390733808241206,17.498381118386913,33.31392770330211,9.276327829263478,1
27,88,Detection,Radar3,2,7.847637952599707,28.154351903692817,4.670617341536974,34.018687416684685,72.80361155127646,6.1652595102297525,4
13,89,Detection,Radar1,2,3.242762797367243,35.8653433682418,6.450005148860925,33.50226622132825,58.853552943097114,8.364761333118615,1
8,90,Detection,Radar1,2,2.7270343175675444,33.77189464502248,4.006298914100873,44.789548508111935,71.99672968070585,5.571802130246241,1
39,91,Detection,Radar1,2,6.5097833975848065,37.25939936053215,4.334999419052659,36.07481611492082,61.019483931583075,4.422902819112305,3
23,92,Detection,Radar3,2,4.765050493880854,23.346614572342407,5.546109130316604,33.75281026149443,67.17731887711491,10.63211215840512,2
42,93,Detection,Radar1,2,2.0246593355136477,29.864839114630172,4.158496442892946,39.92861752970534,82.18273302154606,5.372525127439098,1
23,94,Detection,Radar3,2,6.334642934104663,32.80533935706337,5.566307640092865,36.600741595186776,57.34153679569124,6.100566914507132,3
7,95,Search,Radar3,1,1.1235796848927233,42.97144069832411,2.434935506911989,21.502689885745998,51.39352268099462,9.133573207855965,1
35,96,Detection,Radar3,2,5.227336044032527,23.73088012501758,5.941334008688136,40.587913250313804,99.83276830983311,6.459404667498269,3
35,97,Detection,Radar1,2,6.301964814856955,44.37050236858781,5.493384664143063,45.37193189337233,69.49698626991376,6.395451932382216,4
39,98,Detection,Radar1,2,7.979615753330554,27.000538773588204,4.2295512687367705,41.220631038693455,76.31357649055728,7.8740196884325835,4
32,99,Tracking,Radar2,3,4.982611329546374,33.804575431506514,6.69552236919967,58.205966729684135,143.60842260995312,4.431910399271404,1
40,100,Detection,Radar1,2,4.694275301412981,35.135294178615204,3.9582953524906994,33.57354105463635,62.84744334651308,3.962601011744261,3
15,101,Detection,Radar1,2,2.851109666948803,34.8720419115624,5.263360658100455,43.98194374965355,82.32048334232239,8.891523259160856,1
49,102,Search,Radar1,1,1.9289202961764222,40.882581182940875,3.568695634748285,18.733785339129867,30.670706663722807,13.999992682219283,1
46,103,Detection,Radar1,2,2.529408643734074,38.76117475438113,6.2501509996881595,46.20350791386319,100.88069416053092,7.103372540578872,1
25,104,Detection,Radar1,2,2.590238792882279,42.210397199292835,5.94894641332678,42.353371402979974,75.96620290795764,8.213382685886025,1
7,105,Detection,Radar3,2,2.245349694681528,36.89712827759643,3.540302906916254,35.94341562415278,68.81430705155776,5.92019658422405,1
49,106,Detection,Radar3,2,2.8668216918871585,25.794688632957186,4.638259863178601,43.1969914548988,104.20888269621348,7.815182070435075,1
3,107,Search,Radar3,1,1.1320611523457247,22.188305664901915,2.140346798260638,20.04234942686402,37.862998398104175,6.934939276453189,1
19,108,Search,Radar3,1,1.0624476406649404,39.825282076552185,2.395526209996803,16.27706403063384,35.94355223170127,6.724003319821055,1
17,109,Detection,Radar1,2,4.473334852343459,32.34437967581999,6.243310542967916,34.051517294122554,74.16070616118562,11.757485439011232,2
12,110,Detection,Radar1,2,3.4310777116995244,33.31921289823452,4.816898738311764,40.7072498967422,99.16104892382833,5.29616242231561,2
9,111,Detection,Radar2,2,6.489163339355127,42.72571558731225,5.281597213206957,46.872670827979974,87.33944058647826,9.897300264125203,4
49,112,Detection,Radar3,2,4.135343359725153,25.250304878109503,4.711452626135574,42.03622654302919,93.93048106591355,8.495030742402784,2
23,113,Detection,Radar1,2,8.107755546482977,41.338244890247324,5.664120569183902,43.26211644047339,80.98168859631795,7.775921875584909,4
31,114,Detection,Radar1,2,1.5094473407880344,34.17021446492274,5.253859389806407,42.276263946086466,64.60113567661766,9.24453984630965,1
6,115,Search,Radar1,1,1.6381761685782432,26.987183388049928,3.867618061440778,23.276479361702517,53.680880405372,12.87630172235966,1
18,116,Detection,Radar3,2,3.2142204201289317,21.680287667154264,4.174592744361726,45.60379831343398,105.13805742552803,4.386623980000743,1
48,117,Detection,Radar2,2,1.6018892592747178,22.119780186219465,5.015856577061898,35.78654298971949,86.08053662227374,5.079313592380355,1
28,118,Detection,Radar3,2,2.861937496523457,27.513221903577556,4.514999877035969,47.16587078469924,82.03532511481339,8.359049339404816,1
42,119,Detection,Radar3,2,2.9305290367567594,42.23142838487033,4.317921402467464,42.91681685037057,78.92682162171978,4.972164376441466,2
2,120,Detection,Radar1,2,3.3427696020159683,21.43535763409796,3.922385158376148,38.16110805866892,65.25780554832929,6.5641311702155285,1
36,121,Detection,Radar2,2,3.5001768350571703,29.292514560107694,5.086826221352767,46.56820873541387,80.34177460769979,8.829373774121972,2
43,122,Detection,Radar1,2,2.700179225403623,34.01407684213096,6.157838403133939,47.358858763180734,71.28485408961829,9.638196996134202,1
42,123,Detection,Radar2,2,4.265887132440019,35.72774152216951,4.4311785596917685,40.95067557530612,63.449693088618766,6.822655801276438,3
4,124,Detection,Radar3,2,5.917221490413801,42.418138083119324,5.8335461706284235,36.238590056896,90.10522201842383,8.282234032388994,4
49,125,Detection,Radar3,2,6.076297367946158,28.577264982569005,6.0053631225085295,41.36425323360888,96.3256370589924,11.847796026689352,3
45,126,Detection,Radar2,2,2.739269172114002,30.352255560346286,3.714430463478931,37.97214044912718,75.61640742250474,5.09753928034553,2
1,127,Detection,Radar1,2,2.342597740300132,27.537761698530968,5.266460404348831,38.689654931027675,96.25020464556623,10.164914398625475,1
2,128,Detection,Radar2,2,4.591566650082202,35.672780234185666,4.083417372423103,47.6273587464729,92.3293236451121,5.8154651317349675,2
19,129,Detection,Radar3,2,1.832232456067329,35.37946190522115,5.693073133516659,39.596163715666734,96.6077053605717,10.5183109247254,1
40,130,Detection,Radar3,2,5.668820276361081,27.985551147543497,5.3847461278927495,33.90565294857392,72.34563209075289,8.065649139748258,4
28,131,Detection,Radar2,2,4.104321208484557,35.576347117001916,4.224105220404839,42.26866843060701,89.27890436745653,5.769599852322611,2
45,132,Detection,Radar2,2,4.304995190365486,40.077909776723516,4.6894649034161215,43.66212711125203,77.1138034095077,6.227573650734121,3
30,133,Detection,Radar2,2,6.247926904556293,36.296996690671,6.4109530059676665,43.52503318873032,83.36952413851286,11.329017926868895,3
48,134,Detection,Radar1,2,3.1038805911167984,22.012626177401792,4.149993905340596,38.64852576748753,72.18268915994142,7.799410934589822,2
18,135,Detection,Radar3,2,4.103190160275322,23.968281751348673,3.8578400953424374,37.836702876759844,84.03413884812375,7.49963141104546,2
44,136,Detection,Radar3,2,6.0450769905408395,33.59845726206385,4.528428183806524,33.49505649166708,60.80511669545106,7.355328327571598,4
45,137,Detection,Radar3,2,5.17512457414119,43.29778570674651,6.343899626241376,37.768858246076164,82.56025674692076,7.478640907062454,4
45,138,Tracking,Radar2,3,5.715405454236196,27.179009938916685,7.7494156884940155,53.25519568952536,112.35720197175017,6.923519857221904,1
25,139,Detection,Radar2,2,3.7276279347082593,31.131809924288955,4.470234730561573,37.62294325194928,59.006504246719366,7.983363840567108,2
37,140,Detection,Radar1,2,3.49255960136981,24.79648178905858,6.163814709431849,43.21025240992382,102.94895531003347,12.113285119391348,2
38,141,Detection,Radar3,2,2.8950554188011886,34.83890349105985,3.7489619079495884,40.40883223925946,61.599792435879266,7.31505860314331,1
5,142,Search,Radar1,1,0.6841836156880156,36.99179710704185,3.195822440594081,19.359040768317733,38.180234040070424,7.942715985983293,1
6,143,Detection,Radar3,2,3.586086521830574,42.73365703904978,3.5202677467563426,37.820557219103904,73.03812427796235,3.5332553599997145,1
16,144,Detection,Radar2,2,2.3240481153497026,27.54631416353356,4.729741310798342,43.866807910710946,87.4794481375805,6.8265974530582305,1
30,145,Detection,Radar2,2,7.547969256849445,23.73313410098839,6.470257472355923,43.81542136451408,76.098200131517,9.638323829300763,4
27,146,Tracking,Radar2,3,9.219416385645804,35.51036960390271,6.85200165126996,66.4199594897627,126.54003265157803,3.9266100459909263,1
33,147,Detection,Radar2,2,2.458310643420938,25.64547008658141,5.155680853287918,35.70065988231782,88.11979235167136,9.474314254142866,1
2,148,Detection,Radar1,2,5.877301350910853,33.0229379841915,4.777534948946176,40.51023369400018,94.54211212311793,9.40815848983401,3
22,149,Detection,Radar3,2,3.912450413744219,25.829373689455544,4.632727964075813,40.86781996712482,72.97080249691017,8.918379718306637,4
47,150,Detection,Radar1,2,3.777220773876456,30.51549688061391,3.659886605957775,42.950163307579274,71.97177865548771,6.323999265091115,1
44,151,Tracking,Radar2,3,6.619972705258748,35.52482601903211,6.724238150000107,56.808447077856044,135.18708603619692,5.654864317573766,1
19,152,Detection,Radar3,2,2.65660932798765,39.2027576231223,3.997363540046965,39.5391971237421,81.86248149529092,5.764285559054551,2
48,153,Detection,Radar3,2,4.374246022190486,40.25899810883108,4.875815252190026,36.47527021167047,68.60012640074825,7.072705492586058,3
40,154,Tracking,Radar2,3,6.368483448422789,30.121521697859183,7.421926814424158,61.83859835521086,118.16342566017273,6.701945284963341,1
11,155,Detection,Radar1,2,4.385103112340101,22.842389699841515,5.050887546014749,34.78414163123309,82.05758707340756,6.488257407679461,3
47,156,Detection,Radar3,2,4.290104538634802,29.688001812041776,5.540038413046788,44.24429506937052,90.03713724297239,5.617086227726406,2
30,157,Tracking,Radar3,3,8.243503459241396,37.832506006193725,8.625873208475635,51.19886033725828,116.40697443757635,5.929909820635902,1
44,158,Tracking,Radar2,3,7.958553614435399,23.96903799250503,7.86487272252455,61.09910683731484,108.47075727664478,7.864299562812403,2
31,159,Detection,Radar1,2,2.208967265327826,28.51615775709875,5.525958717645664,44.427306002720734,73.9145613685988,10.966367546980928,2
33,160,Detection,Radar3,2,3.970389554787703,24.29927303968269,6.422143467517463,33.673816809027244,77.8435640243143,12.55000248672563,2
37,161,Detection,Radar1,2,4.888207809121495,20.52746560492269,4.868231688283352,36.03032073940442,57.580794959322496,5.359542132601985,3
31,162,Detection,Radar1,2,3.866800281524644,19.95961612188449,4.774385415492027,38.2739536267756,80.47965241698886,6.868746070655566,3
33,163,Detection,Radar1,2,5.0725332612824685,44.771246454690065,6.428848176517578,45.41226972113851,77.98220991995531,10.582462069483597,3
25,164,Detection,Radar1,2,5.425255882756532,38.50093157190199,5.876913192873635,46.76938521963228,97.93985665518446,7.892015954604425,3
35,165,Tracking,Radar2,3,6.925121116883185,24.657559717215292,10.127161320034912,56.91687529392455,101.22509086048575,9.644254193548285,1
35,166,Tracking,Radar2,3,7.637103161338937,18.849226840730672,8.23302674556704,71.95908404468952,175.30871486983227,5.762066605846479,2
42,167,Detection,Radar2,2,6.118502823307528,43.803716673617835,5.147960485109551,35.40893810447585,74.62429110590271,6.697418527053685,4
12,168,Detection,Radar3,2,4.929230660740503,23.14687885122374,3.8319252980888745,47.873809818251544,77.07379382984811,6.29470799835381,3
43,169,Detection,Radar2,2,4.060089607367802,31.755086463562982,4.946174067972747,44.99607634273606,101.13055091935625,7.5009876943255245,2
13,170,Detection,Radar2,2,3.93116185271267,21.94438707113209,4.604595857692386,47.17554517943595,111.95342424543819,8.90604315429704,2
46,171,Detection,Radar3,2,3.647931097594588,35.16349558491484,3.5318947642001874,44.37050940801674,67.35898849038712,6.978547312977319,2
0,172,Detection,Radar3,2,2.7580813391411043,23.790062905547178,3.7752015627124176,43.51751865326945,103.58096056618724,7.517538099711062,1
1,173,Detection,Radar2,2,3.0846389107966723,37.42637348830849,3.947411565807584,45.52889376397641,86.11685879617937,6.230836575759794,2
3,174,Detection,Radar3,2,2.836504120648514,19.964327528197515,4.097495079493188,44.35864775699783,84.54340075714397,7.212219917554783,1
45,175,Tracking,Radar3,3,6.702997525974359,22.921616410512904,6.677120572734629,64.16730296142796,116.56146229602187,6.267447134112453,2
7,176,Detection,Radar3,2,2.8657443061842347,31.602163010047818,5.427771620853326,45.59556812913279,69.27841129872294,8.119186331169406,2
12,177,Detection,Radar3,2,6.319452603301066,22.682829554093217,5.2107276336139385,40.1023612110494,63.53779831564957,5.924532198261814,4
33,178,Detection,Radar3,2,6.689456552964482,45.500608023346764,6.362459590954928,36.93741454642112,64.61545347228036,9.22231430639793,4
2,179,Detection,Radar3,2,6.9757429396885176,38.3223276027343,5.572136649406209,40.89851003010591,67.6722040330107,10.699212230022269,4
14,180,Detection,Radar3,2,3.8306532822405925,34.699823359704,6.139310256873059,40.70235199908627,80.12109236896941,7.765316975693715,1
33,181,Tracking,Radar3,3,8.522323185802723,35.99564184766882,7.290915040687706,63.07126150261634,137.2600055279283,4.904395792398153,1
29,182,Detection,Radar2,2,2.104087980537745,31.622038057538717,4.6222536439156645,36.75486309811994,62.17801407175841,5.768430782940412,1
35,183,Tracking,Radar2,3,8.356187637493623,26.600748572405845,9.062621543598071,63.08281189431153,155.96056379502792,7.559671613214827,3
24,184,Detection,Radar1,2,4.864893820543854,24.459963306742267,5.147805684176308,39.45830481169195,78.48185460367023,5.578597623712503,3
37,185,Detection,Radar2,2,6.187097489021654,23.87564614659974,4.75709171400338,42.97015302180793,69.91057864527454,5.3051428466374455,4
44,186,Tracking,Radar2,3,8.970552584605585,33.40591057772926,7.8675102027498145,67.19064657798425,135.1504568784335,6.394847504507994,3
9,187,Tracking,Radar2,3,7.998679144077103,35.2928835640181,9.346134124623989,65.13498711509065,142.82163181476176,4.769942438748075,1
21,188,Search,Radar1,1,1.0087892256632953,38.48874273922057,2.870155803340832,21.996725031553197,47.95419994263879,8.385145445992137,1
5,189,Detection,Radar1,2,1.968661039295085,41.02670129195933,5.263302206577949,47.5290819959453,100.82396386673562,9.864568753612563,1
23,190,Tracking,Radar2,3,9.76112664296842,30.370827115763937,6.775439096868287,57.897199914946924,113.47092221528142,5.839349348340528,1
49,191,Detection,Radar3,2,6.795439842784564,46.65346584030432,3.819236814082227,41.67615642134538,95.31922214263054,5.320388944150203,4
33,192,Tracking,Radar3,3,9.327328895019349,24.85062244528848,10.08411528385215,65.8088362032538,113.00032164810412,6.078306524422228,2
17,193,Detection,Radar2,2,6.056949659979828,41.36299768131283,4.167830492410714,45.236341222071594,106.48421875842357,7.728421617872244,3
11,194,Detection,Radar1,2,4.893963118319568,22.223428632556814,5.130788137644607,47.02874176092889,116.24562485244248,6.428235482802572,4
46,195,Detection,Radar2,2,5.606724712593271,20.630518989574107,3.5980292530501834,40.00675945059154,66.78312630422657,4.340031969209529,3
14,196,Detection,Radar1,2,5.799163459135983,32.54095252861832,3.9814200604158865,36.09712288175601,63.52605469962512,6.369139510058752,2
32,197,Tracking,Radar2,3,6.979153849024379,23.90714559689775,7.759560406136808,51.81206675845138,108.71100287226191,7.377275856487511,2
17,198,Detection,Radar1,2,6.787274778593807,34.79529589617814,3.5290448240496715,40.74824542195962,89.67513091727966,6.717697122746042,4
44,199,Tracking,Radar2,3,9.834280575372432,38.08867957064592,7.197726197212821,62.84733435230184,124.68415771207668,5.768298495039017,4
15,200,Detection,Radar3,2,4.385870932290123,25.90109399680661,5.349012403027018,33.029378015202354,67.04512372106615,6.640254234914305,2
23,201,Tracking,Radar2,3,10.83153744704413,27.813247910907638,10.051141102753158,63.86529409507047,136.44834963794366,6.493318840400847,2
48,202,Detection,Radar1,2,5.139194924812191,31.895283316282026,5.98045698100497,45.05867848208513,93.80979368934722,6.19044956053489,4
6,203,Detection,Radar2,2,4.351380358553332,25.056285778816946,3.7587153524169787,43.9532613783463,85.00378337889785,7.383954843228728,2
15,204,Detection,Radar2,2,5.326603023009296,42.21074442259258,4.04679218531636,34.81579806717769,70.84123701278622,7.10835152940479,3
23,205,Tracking,Radar3,3,11.397905408056287,40.89214525457511,6.330321128743821,70.51562304927864,139.56022524336703,4.915794440058159,3
2,206,Tracking,Radar3,3,8.271819982656625,30.124183103216694,9.442580626171106,59.2645659086419,101.4059006519069,8.455888296541628,1
30,207,Tracking,Radar2,3,9.416089565961846,29.089546268065796,7.027141023845922,57.324457543965366,140.2348284928301,6.757943218521343,2
10,208,Detection,Radar3,2,4.883923821943879,42.05964823250909,5.410003024552153,43.875495699399856,75.79782661693795,8.381954445175596,3
6,209,Detection,Radar2,2,6.19554021476298,45.21920093553206,4.793230124059159,36.92721490717011,77.85440259864623,8.044915399906852,3
16,210,Detection,Radar1,2,3.671617587052913,28.505769940653934,4.015843420501,40.74708588387,89.9520951751466,6.762585226023565,2
10,211,Detection,Radar2,2,6.583362382247545,32.181028700870854,3.616914471910409,34.45527797594168,69.52042305450516,5.250684190443259,4
